"H_Shannon","H_Renyi","H_Tsallis","H_Fisher","C_Shannon","C_Renyi","C_Tsallis","C_Fisher","n","Model"
0.921421076733892,0.89860549562356,0.934397052556025,0.4838101981882,0.0794801132981905,0.0351837157126268,0.0365850870264649,0.0189429516676962,"1000","AR2_M2"
0.922115369073997,0.899402096908962,0.934936030184819,0.472923964921675,0.0787576625852722,0.0348685390123465,0.0362461390234534,0.0183345889201481,"1000","AR2_M2"
0.897403524543333,0.872628090254546,0.916608367083564,0.67506558694275,0.103651658693598,0.0457498813050645,0.048055665942486,0.0353921341986086,"1000","AR2_M2"
0.917984500713003,0.894732763246308,0.931771287928626,0.47630096740862,0.082901196960256,0.0366767707174711,0.0381950491725463,0.0195244681895555,"1000","AR2_M2"
0.910478156874184,0.886491547850421,0.926153220313057,0.534716555076947,0.0904723368538328,0.0399846384474018,0.0417735530033084,0.0241180507343083,"1000","AR2_M2"
0.921415019652791,0.898669424021265,0.934440320482142,0.484638228776026,0.0795050630832416,0.0351974955070254,0.0365985067507708,0.0189814534954883,"1000","AR2_M2"
0.920367424434548,0.897396247886038,0.933578144307578,0.456764854088993,0.0804973321430143,0.0356267982912087,0.0370632263224603,0.0181336498358175,"1000","AR2_M2"
0.935503245231939,0.915073944770144,0.945461700557725,0.371522943357108,0.0653771836748077,0.0290274841512119,0.0299914282177611,0.0117852512485414,"1000","AR2_M2"
0.90652228095324,0.882351163985155,0.923315012077381,0.555920209639494,0.0945558716710635,0.0417757042462562,0.0437151742356879,0.0263205390442562,"1000","AR2_M2"
0.925110452025631,0.902973651436632,0.937347808722661,0.434077325263816,0.0758628524708456,0.0336111177802599,0.0348906167416081,0.0161575302689839,"1000","AR2_M2"
0.922764194500288,0.900263219161455,0.935518229996058,0.470580230831354,0.0782000195839847,0.0346304337914778,0.0359865886276853,0.0181018142033646,"1000","AR2_M2"
0.926434888972332,0.90417703158109,0.938158683726487,0.405563400476312,0.0742990748162978,0.0329150312545494,0.0341520756644158,0.014763847715791,"1000","AR2_M2"
0.91301733361816,0.888941765417026,0.927827877874065,0.562027048257452,0.0876990782815372,0.0387580228803939,0.040453464466078,0.0245044816693291,"1000","AR2_M2"
0.91465997791301,0.891299872301187,0.929436112632656,0.545782520471731,0.0864568968329187,0.0382416047627359,0.0398778565733947,0.0234170340229072,"1000","AR2_M2"
0.929928397291417,0.908426296008238,0.941014987047423,0.415935639246646,0.0709223136148515,0.0314481700387257,0.0325763349780754,0.0143989829066727,"1000","AR2_M2"
0.911258876587168,0.88738581144739,0.926764851376105,0.51802221705857,0.0897223022215413,0.0396591511645231,0.0414190838534393,0.0231515099158481,"1000","AR2_M2"
0.920392200943948,0.897644642826228,0.933746430935762,0.467857910138627,0.0806353430842196,0.0356967969353133,0.0371324632754924,0.018605390168893,"1000","AR2_M2"
0.932854639527792,0.911831033356803,0.943295775971824,0.384337406858284,0.0679593607634292,0.0301524062291197,0.0311928815655756,0.0127092599359938,"1000","AR2_M2"
0.9222592269607,0.899664233322975,0.935113306664038,0.474167799920996,0.0786831073169416,0.034840248666196,0.0362130436317434,0.018362543987919,"1000","AR2_M2"
0.909168829987506,0.885236476255656,0.92529398796157,0.569391377700539,0.0919219753423535,0.0406262193054586,0.042464581482172,0.026131118183181,"1000","AR2_M2"
0.916298904332893,0.893253305753412,0.930765788527844,0.526804649987118,0.0849116788450935,0.0375731139647402,0.0391510099336729,0.0221591020415269,"1000","AR2_M2"
0.927081912654906,0.90485560608946,0.938615543043929,0.392851096464916,0.073600578701699,0.0326072895266642,0.033823859365286,0.0141567442994131,"1000","AR2_M2"
0.929266955918757,0.907684486835651,0.940517135135357,0.41183291876369,0.0716072878766404,0.0317485533577183,0.0328969580088239,0.0144048946362585,"1000","AR2_M2"
0.906360503924378,0.881763867366812,0.922911570533367,0.616718909489119,0.0944137228859048,0.0416925776625931,0.043638170891574,0.0291604158227187,"1000","AR2_M2"
